醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,94,0,0,0,否,2026-03-22 08:23:02
台大兒醫,0,0,0,0,否,2026-03-22 08:23:02
三總,30,0,0,1,否,2026-03-22 08:23:02
北榮,10,0,0,2,否,2026-03-22 08:23:02
台北國泰,17,1,11,4,是,2026-03-22 08:23:02
台北馬偕,29,7,0,1,否,2026-03-22 08:23:02
馬偕兒醫,-,-,-,-,否,2026-03-22 08:23:02
新光,11,2,0,0,否,2026-03-22 08:23:02
亞東,14,7,23,0,否,2026-03-22 08:23:02
台北慈濟,22,2,0,1,否,2026-03-22 08:23:02
淡水馬偕,3,3,0,0,否,2026-03-22 08:23:02
萬芳,11,2,0,0,否,2026-03-22 08:23:02
部立雙和,27,6,0,0,否,2026-03-22 08:23:03
臺大新竹,6,1,0,1,否,2026-03-22 08:23:03
林口長庚,102,8,0,11,是,2026-03-22 08:23:03
中榮,7,3,0,2,否,2026-03-22 08:23:03
彰基,0,2,0,1,否,2026-03-22 08:23:03
彰基兒醫,-,-,-,-,否,2026-03-22 08:23:03
中國兒醫,-,-,-,-,否,2026-03-22 08:23:03
中山附醫,5,3,0,0,否,2026-03-22 08:23:03
中國附醫,26,5,0,6,否,2026-03-22 08:23:03
成大,41,6,0,4,否,2026-03-22 08:23:03
永康奇美,31,3,0,1,否,2026-03-22 08:23:03
高雄榮總,18,3,0,0,否,2026-03-22 08:23:03
高雄長庚,48,4,0,3,否,2026-03-22 08:23:03
義大醫院,1,3,0,0,否,2026-03-22 08:23:03
高醫,42,5,0,4,否,2026-03-22 08:23:03
花蓮慈濟,24,0,0,0,是,2026-03-22 08:23:03
