醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,90,2,0,0,否,2026-03-09 03:30:10
台大兒醫,0,0,0,0,否,2026-03-09 03:30:10
三總,42,0,0,6,否,2026-03-09 03:30:10
北榮,16,6,0,1,否,2026-03-09 03:30:10
台北國泰,17,1,11,1,是,2026-03-09 03:30:10
台北馬偕,29,6,0,4,否,2026-03-09 03:30:10
馬偕兒醫,-,-,-,-,否,2026-03-09 03:30:11
新光,13,1,0,0,否,2026-03-09 03:30:11
亞東,26,5,14,1,否,2026-03-09 03:30:11
台北慈濟,22,2,0,2,否,2026-03-09 03:30:11
淡水馬偕,9,2,0,0,否,2026-03-09 03:30:11
萬芳,24,4,0,4,否,2026-03-09 03:30:11
部立雙和,24,2,0,0,否,2026-03-09 03:30:11
臺大新竹,29,1,0,0,否,2026-03-09 03:30:11
林口長庚,118,2,0,11,否,2026-03-09 03:30:11
中榮,16,0,0,3,否,2026-03-09 03:30:11
彰基,0,0,0,2,否,2026-03-09 03:30:11
彰基兒醫,-,-,-,-,否,2026-03-09 03:30:11
中國兒醫,-,-,-,-,否,2026-03-09 03:30:11
中山附醫,17,3,0,0,否,2026-03-09 03:30:11
中國附醫,23,8,0,5,否,2026-03-09 03:30:11
成大,59,2,13,2,是,2026-03-09 03:30:11
永康奇美,42,3,0,2,否,2026-03-09 03:30:11
高雄榮總,37,0,0,4,否,2026-03-09 03:30:11
高雄長庚,89,2,0,4,否,2026-03-09 03:30:11
義大醫院,13,0,0,1,否,2026-03-09 03:30:11
高醫,52,2,0,5,否,2026-03-09 03:30:11
花蓮慈濟,38,0,0,0,否,2026-03-09 03:30:11
