醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,78,0,0,1,否,2026-02-23 03:35:55
台大兒醫,0,0,0,0,否,2026-02-23 03:35:55
三總,35,1,0,2,否,2026-02-23 03:35:55
北榮,16,3,0,0,否,2026-02-23 03:35:55
台北國泰,5,1,0,2,否,2026-02-23 03:35:55
台北馬偕,33,1,0,5,否,2026-02-23 03:35:55
馬偕兒醫,-,-,-,-,否,2026-02-23 03:35:55
新光,14,0,0,0,否,2026-02-23 03:35:56
亞東,36,9,31,1,否,2026-02-23 03:35:56
台北慈濟,3,2,0,1,否,2026-02-23 03:35:56
淡水馬偕,19,2,0,6,否,2026-02-23 03:35:56
萬芳,10,3,0,1,否,2026-02-23 03:35:56
部立雙和,4,3,0,0,否,2026-02-23 03:35:56
臺大新竹,14,1,10,0,是,2026-02-23 03:35:56
林口長庚,52,4,0,8,否,2026-02-23 03:35:56
中榮,9,4,0,3,否,2026-02-23 03:35:56
彰基,13,2,0,5,否,2026-02-23 03:35:56
彰基兒醫,-,-,-,-,否,2026-02-23 03:35:56
中國兒醫,-,-,-,-,否,2026-02-23 03:35:56
中山附醫,25,2,0,1,否,2026-02-23 03:35:56
中國附醫,13,10,0,3,否,2026-02-23 03:35:56
成大,33,4,6,3,否,2026-02-23 03:35:56
永康奇美,39,13,0,7,否,2026-02-23 03:35:56
高雄榮總,22,4,0,2,否,2026-02-23 03:35:56
高雄長庚,39,0,0,7,是,2026-02-23 03:35:56
義大醫院,34,0,0,3,否,2026-02-23 03:35:56
高醫,12,3,0,5,否,2026-02-23 03:35:56
花蓮慈濟,22,1,0,1,否,2026-02-23 03:35:56
