醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,102,0,0,0,是,2026-04-19 04:10:56
台大兒醫,0,0,0,0,否,2026-04-19 04:10:56
三總,32,2,0,3,否,2026-04-19 04:10:56
北榮,28,0,0,2,否,2026-04-19 04:10:56
台北國泰,4,0,0,1,否,2026-04-19 04:10:56
台北馬偕,46,1,0,5,否,2026-04-19 04:10:56
馬偕兒醫,-,-,-,-,否,2026-04-19 04:10:56
新光,23,3,0,0,否,2026-04-19 04:10:56
亞東,14,4,13,2,否,2026-04-19 04:10:56
台北慈濟,14,0,0,0,否,2026-04-19 04:10:56
淡水馬偕,7,5,0,2,否,2026-04-19 04:10:56
萬芳,23,2,0,0,否,2026-04-19 04:10:56
部立雙和,58,2,2,0,否,2026-04-19 04:10:56
臺大新竹,8,1,0,0,否,2026-04-19 04:10:56
林口長庚,133,7,7,1,是,2026-04-19 04:10:56
中榮,9,1,0,2,否,2026-04-19 04:10:56
彰基,19,2,0,0,否,2026-04-19 04:10:56
彰基兒醫,-,-,-,-,否,2026-04-19 04:10:57
中國兒醫,-,-,-,-,否,2026-04-19 04:10:57
中山附醫,17,1,0,0,否,2026-04-19 04:10:57
中國附醫,6,5,0,1,否,2026-04-19 04:10:57
成大,32,4,0,3,否,2026-04-19 04:10:57
永康奇美,35,7,0,0,否,2026-04-19 04:10:57
高雄榮總,30,0,0,1,否,2026-04-19 04:10:57
高雄長庚,22,1,0,2,否,2026-04-19 04:10:57
義大醫院,11,3,0,0,否,2026-04-19 04:10:57
高醫,38,3,0,3,否,2026-04-19 04:10:57
花蓮慈濟,43,6,0,0,否,2026-04-19 04:10:57
