醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,76,0,0,1,否,2026-03-31 08:45:46
台大兒醫,0,0,0,0,否,2026-03-31 08:45:46
三總,34,2,0,1,否,2026-03-31 08:45:46
北榮,21,0,0,2,否,2026-03-31 08:45:46
台北國泰,19,1,0,2,否,2026-03-31 08:45:46
台北馬偕,47,2,0,1,否,2026-03-31 08:45:46
馬偕兒醫,-,-,-,-,否,2026-03-31 08:45:46
新光,21,0,0,0,否,2026-03-31 08:45:46
亞東,39,3,17,0,否,2026-03-31 08:45:46
台北慈濟,20,2,0,3,否,2026-03-31 08:45:47
淡水馬偕,23,1,0,3,否,2026-03-31 08:45:47
萬芳,23,3,0,2,否,2026-03-31 08:45:47
部立雙和,31,7,0,0,否,2026-03-31 08:45:47
臺大新竹,15,1,0,0,否,2026-03-31 08:45:47
林口長庚,58,2,0,7,否,2026-03-31 08:45:47
中榮,14,2,0,4,否,2026-03-31 08:45:47
彰基,16,4,0,1,否,2026-03-31 08:45:47
彰基兒醫,-,-,-,-,否,2026-03-31 08:45:47
中國兒醫,-,-,-,-,否,2026-03-31 08:45:47
中山附醫,21,1,0,0,否,2026-03-31 08:45:47
中國附醫,14,4,0,6,否,2026-03-31 08:45:47
成大,49,4,16,2,是,2026-03-31 08:45:47
永康奇美,30,5,0,0,否,2026-03-31 08:45:47
高雄榮總,19,1,0,2,否,2026-03-31 08:45:47
高雄長庚,83,0,0,2,是,2026-03-31 08:45:47
義大醫院,4,1,0,0,否,2026-03-31 08:45:47
高醫,38,2,0,2,否,2026-03-31 08:45:47
花蓮慈濟,40,0,0,0,是,2026-03-31 08:45:47
