醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,70,2,0,4,否,2026-03-13 08:29:47
台大兒醫,0,0,0,0,否,2026-03-13 08:29:47
三總,18,1,0,2,否,2026-03-13 08:29:47
北榮,12,2,0,2,否,2026-03-13 08:29:47
台北國泰,14,0,0,1,否,2026-03-13 08:29:47
台北馬偕,32,2,0,2,否,2026-03-13 08:29:47
馬偕兒醫,-,-,-,-,否,2026-03-13 08:29:47
新光,9,3,0,1,否,2026-03-13 08:29:47
亞東,13,4,15,1,否,2026-03-13 08:29:47
台北慈濟,25,0,0,1,否,2026-03-13 08:29:47
淡水馬偕,12,1,0,4,否,2026-03-13 08:29:47
萬芳,12,2,0,1,否,2026-03-13 08:29:47
部立雙和,12,1,0,1,否,2026-03-13 08:29:48
臺大新竹,20,1,0,0,否,2026-03-13 08:29:48
林口長庚,65,3,0,1,否,2026-03-13 08:29:48
中榮,18,0,0,4,否,2026-03-13 08:29:48
彰基,1,3,0,2,否,2026-03-13 08:29:48
彰基兒醫,-,-,-,-,否,2026-03-13 08:29:48
中國兒醫,-,-,-,-,否,2026-03-13 08:29:48
中山附醫,9,0,0,0,否,2026-03-13 08:29:48
中國附醫,5,8,0,1,否,2026-03-13 08:29:48
成大,38,0,0,1,否,2026-03-13 08:29:48
永康奇美,14,4,0,0,否,2026-03-13 08:29:48
高雄榮總,16,0,0,2,否,2026-03-13 08:29:48
高雄長庚,31,2,0,0,否,2026-03-13 08:29:48
義大醫院,3,3,0,1,否,2026-03-13 08:29:48
高醫,29,1,0,3,否,2026-03-13 08:29:48
花蓮慈濟,16,0,0,0,否,2026-03-13 08:29:48
