醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,79,0,0,0,是,2026-04-15 09:10:07
台大兒醫,0,0,0,0,否,2026-04-15 09:10:07
三總,47,1,0,1,否,2026-04-15 09:10:07
北榮,26,4,0,0,否,2026-04-15 09:10:07
台北國泰,21,0,4,3,否,2026-04-15 09:10:08
台北馬偕,64,6,6,1,否,2026-04-15 09:10:08
馬偕兒醫,-,-,-,-,否,2026-04-15 09:10:08
新光,31,1,0,0,否,2026-04-15 09:10:08
亞東,49,4,29,1,否,2026-04-15 09:10:08
台北慈濟,27,2,0,0,否,2026-04-15 09:10:08
淡水馬偕,7,2,0,2,否,2026-04-15 09:10:08
萬芳,36,2,0,0,否,2026-04-15 09:10:08
部立雙和,38,2,0,0,否,2026-04-15 09:10:08
臺大新竹,9,0,0,0,否,2026-04-15 09:10:08
林口長庚,116,4,0,4,是,2026-04-15 09:10:08
中榮,22,1,0,3,否,2026-04-15 09:10:08
彰基,25,0,0,2,否,2026-04-15 09:10:08
彰基兒醫,-,-,-,-,否,2026-04-15 09:10:08
中國兒醫,-,-,-,-,否,2026-04-15 09:10:08
中山附醫,16,1,0,0,否,2026-04-15 09:10:08
中國附醫,20,4,0,1,否,2026-04-15 09:10:08
成大,48,3,17,1,是,2026-04-15 09:10:08
永康奇美,26,5,0,0,否,2026-04-15 09:10:08
高雄榮總,37,2,0,0,否,2026-04-15 09:10:08
高雄長庚,66,2,0,2,是,2026-04-15 09:10:08
義大醫院,22,4,0,0,否,2026-04-15 09:10:08
高醫,56,5,5,1,否,2026-04-15 09:10:08
花蓮慈濟,31,2,0,0,否,2026-04-15 09:10:08
