醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,75,2,0,0,否,2026-04-16 09:09:26
台大兒醫,0,0,0,0,否,2026-04-16 09:09:26
三總,46,1,0,2,否,2026-04-16 09:09:26
北榮,22,2,0,3,否,2026-04-16 09:09:26
台北國泰,23,1,3,1,否,2026-04-16 09:09:26
台北馬偕,61,3,0,1,否,2026-04-16 09:09:26
馬偕兒醫,-,-,-,-,否,2026-04-16 09:09:26
新光,26,2,0,0,是,2026-04-16 09:09:27
亞東,49,9,29,2,否,2026-04-16 09:09:27
台北慈濟,21,1,0,0,否,2026-04-16 09:09:27
淡水馬偕,8,0,0,1,否,2026-04-16 09:09:27
萬芳,20,3,0,1,否,2026-04-16 09:09:27
部立雙和,36,5,0,0,否,2026-04-16 09:09:27
臺大新竹,14,2,0,0,否,2026-04-16 09:09:27
林口長庚,96,3,23,2,是,2026-04-16 09:09:27
中榮,20,0,0,3,否,2026-04-16 09:09:27
彰基,28,2,0,1,否,2026-04-16 09:09:27
彰基兒醫,-,-,-,-,否,2026-04-16 09:09:27
中國兒醫,-,-,-,-,否,2026-04-16 09:09:27
中山附醫,25,1,0,0,否,2026-04-16 09:09:27
中國附醫,19,3,0,4,否,2026-04-16 09:09:27
成大,37,4,0,2,否,2026-04-16 09:09:27
永康奇美,33,4,0,1,否,2026-04-16 09:09:27
高雄榮總,29,2,0,0,否,2026-04-16 09:09:27
高雄長庚,45,2,0,1,否,2026-04-16 09:09:27
義大醫院,21,3,0,0,否,2026-04-16 09:09:27
高醫,56,2,3,2,否,2026-04-16 09:09:27
花蓮慈濟,25,0,0,0,否,2026-04-16 09:09:27
