醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,79,1,22,1,是,2026-04-09 09:01:51
台大兒醫,0,0,0,0,否,2026-04-09 09:01:51
三總,45,2,0,0,否,2026-04-09 09:01:51
北榮,23,1,0,2,否,2026-04-09 09:01:51
台北國泰,28,0,9,1,是,2026-04-09 09:01:51
台北馬偕,47,3,0,6,否,2026-04-09 09:01:51
馬偕兒醫,-,-,-,-,否,2026-04-09 09:01:52
新光,16,0,0,0,否,2026-04-09 09:01:52
亞東,42,6,26,0,否,2026-04-09 09:01:52
台北慈濟,31,5,0,1,否,2026-04-09 09:01:52
淡水馬偕,17,1,0,5,否,2026-04-09 09:01:52
萬芳,21,3,0,0,否,2026-04-09 09:01:52
部立雙和,26,3,0,1,否,2026-04-09 09:01:52
臺大新竹,13,1,0,0,否,2026-04-09 09:01:52
林口長庚,70,7,0,7,否,2026-04-09 09:01:52
中榮,31,0,0,5,否,2026-04-09 09:01:52
彰基,24,1,0,0,否,2026-04-09 09:01:52
彰基兒醫,-,-,-,-,否,2026-04-09 09:01:52
中國兒醫,-,-,-,-,否,2026-04-09 09:01:52
中山附醫,15,0,0,0,否,2026-04-09 09:01:52
中國附醫,22,4,0,2,否,2026-04-09 09:01:52
成大,48,6,11,0,是,2026-04-09 09:01:52
永康奇美,37,1,0,0,否,2026-04-09 09:01:52
高雄榮總,17,2,0,1,否,2026-04-09 09:01:52
高雄長庚,74,1,0,3,是,2026-04-09 09:01:52
義大醫院,3,1,0,0,否,2026-04-09 09:01:52
高醫,34,3,0,2,否,2026-04-09 09:01:52
花蓮慈濟,28,0,0,0,否,2026-04-09 09:01:52
