醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,88,0,0,1,否,2026-04-13 09:27:02
台大兒醫,0,0,0,0,否,2026-04-13 09:27:02
三總,52,0,0,3,否,2026-04-13 09:27:02
北榮,35,2,0,5,否,2026-04-13 09:27:02
台北國泰,26,0,5,2,否,2026-04-13 09:27:02
台北馬偕,49,2,0,5,否,2026-04-13 09:27:02
馬偕兒醫,-,-,-,-,否,2026-04-13 09:27:02
新光,11,1,0,0,否,2026-04-13 09:27:02
亞東,47,4,26,2,否,2026-04-13 09:27:02
台北慈濟,29,1,0,2,否,2026-04-13 09:27:02
淡水馬偕,23,2,0,3,否,2026-04-13 09:27:02
萬芳,35,4,0,1,否,2026-04-13 09:27:02
部立雙和,53,2,0,0,否,2026-04-13 09:27:02
臺大新竹,20,1,0,0,否,2026-04-13 09:27:02
林口長庚,120,7,8,1,是,2026-04-13 09:27:02
中榮,20,0,0,6,否,2026-04-13 09:27:03
彰基,28,1,0,4,否,2026-04-13 09:27:03
彰基兒醫,-,-,-,-,否,2026-04-13 09:27:03
中國兒醫,-,-,-,-,否,2026-04-13 09:27:03
中山附醫,14,4,0,1,否,2026-04-13 09:27:03
中國附醫,18,3,0,3,否,2026-04-13 09:27:03
成大,58,3,28,5,是,2026-04-13 09:27:03
永康奇美,39,2,0,1,否,2026-04-13 09:27:03
高雄榮總,21,2,0,0,否,2026-04-13 09:27:03
高雄長庚,70,2,0,7,否,2026-04-13 09:27:03
義大醫院,16,0,0,0,否,2026-04-13 09:27:03
高醫,54,2,0,2,否,2026-04-13 09:27:03
花蓮慈濟,41,1,0,0,否,2026-04-13 09:27:03
