醫院簡稱,住院等待人數,看診等待人數,推床等待人數,加護病房等待人數,滿床通報狀態,抓取時間
臺大,100,1,14,2,是,2026-04-07 03:44:32
台大兒醫,0,0,0,0,否,2026-04-07 03:44:32
三總,37,0,0,2,否,2026-04-07 03:44:32
北榮,22,3,0,0,否,2026-04-07 03:44:32
台北國泰,15,0,2,1,否,2026-04-07 03:44:32
台北馬偕,27,4,0,2,否,2026-04-07 03:44:32
馬偕兒醫,-,-,-,-,否,2026-04-07 03:44:32
新光,6,0,0,0,否,2026-04-07 03:44:33
亞東,51,7,14,0,否,2026-04-07 03:44:33
台北慈濟,27,2,0,1,否,2026-04-07 03:44:33
淡水馬偕,32,0,0,8,否,2026-04-07 03:44:33
萬芳,19,0,0,1,否,2026-04-07 03:44:33
部立雙和,38,3,0,3,是,2026-04-07 03:44:33
臺大新竹,36,0,6,0,是,2026-04-07 03:44:33
林口長庚,126,8,0,9,否,2026-04-07 03:44:33
中榮,22,3,0,4,否,2026-04-07 03:44:33
彰基,27,1,0,0,否,2026-04-07 03:44:33
彰基兒醫,-,-,-,-,否,2026-04-07 03:44:33
中國兒醫,-,-,-,-,否,2026-04-07 03:44:33
中山附醫,13,1,0,0,否,2026-04-07 03:44:33
中國附醫,23,5,0,8,否,2026-04-07 03:44:33
成大,48,5,4,1,否,2026-04-07 03:44:33
永康奇美,45,4,0,1,否,2026-04-07 03:44:33
高雄榮總,43,3,0,0,否,2026-04-07 03:44:33
高雄長庚,88,4,0,1,否,2026-04-07 03:44:33
義大醫院,13,3,0,0,否,2026-04-07 03:44:33
高醫,43,4,0,2,否,2026-04-07 03:44:33
花蓮慈濟,21,2,0,0,否,2026-04-07 03:44:33
